entry_time,entry_price,trade_type,stop_loss_price,target_price,amount_risked,exit_time,exit_price,exit_reason,pl,dollar_pl,percent_pl,win_or_loss,position_size
2023-04-25 12:35:00-04:00,161.625,Long,161.35196484968907,162.4441054509327955202024896,-1.534967530128236358881395653E+46,2023-04-25 12:40:00-04:00,161.8980351503109318400674966,Other,0.2730351503109318400674965233,-1.534967530128236358881396084E+46,100.0000000000000000000000281,Loss,-5.621867837823147120254540087E+46
2023-04-26 10:05:00-04:00,155.765,Short,156.00965113463138,155.0310465961058503125968855,-2.179090291566964448233583521E+44,2023-04-26 10:10:00-04:00,155.5203488653686167708656285,Other,0.2446511346313832291343715,-2.179090291566964448233583484E+44,99.99999999999999999999999830,Win,-8.906929023036038083512161288E+44
2023-05-01 11:40:00-04:00,161.455,Long,161.14643179188795,162.3807046243361537563032471,-3.549842181009986091125549471E+49,2023-05-01 11:45:00-04:00,161.7635682081120512521010824,Other,0.3085682081120512521010823548,-3.549842181009986091125549991E+49,100.0000000000000000000000146,Loss,-1.150423824518215366919371905E+50
2023-05-08 12:00:00-04:00,171.51,Short,171.7679626692959,170.7361119921122644882416353,-2.024670189399132843522314904E+46,2023-05-08 12:05:00-04:00,171.2520373307040881627472118,Other,0.2579626692959118372527882,-2.024670189399132843522314545E+46,99.99999999999999999999998227,Win,-7.848694522061295727496377158E+46
2023-05-15 10:30:00-04:00,166.945,Short,167.23806824015637,166.0657952795309017801628215,-6.895439904491088572777750053E+48,2023-05-15 10:35:00-04:00,166.6519317598436339267209405,Other,0.2930682401563660732790595,-6.895439904491088572777750239E+48,100.0000000000000000000000027,Win,-2.352844477727111628538346596E+49
2023-05-16 10:10:00-04:00,167.04,Short,167.44853592251243,165.8143922324626976205763640,-1.191906728156472566123715826E+51,2023-05-16 10:15:00-04:00,166.6314640774875658735254546,Other,0.4085359225124341264745454,-1.191906728156472566123716009E+51,100.0000000000000000000000154,Win,-2.917507769760922077847486771E+51
2023-05-16 12:50:00-04:00,167.74,Long,167.44853592251243,168.6143922324626976205763640,-5.475928189670935005195828290E+51,2023-05-16 12:55:00-04:00,168.0314640774875658735254546,Other,0.2914640774875658735254546627,-5.475928189670935005195827112E+51,99.99999999999999999999997849,Loss,-1.878766068489020968394500084E+52
2023-05-25 10:40:00-04:00,183.86,Short,184.21205737289557,182.8038278813132842515187804,-9.154755345165587503239415170E+49,2023-05-25 10:45:00-04:00,183.5079426271044280838395934,Other,0.3520573728955719161604066,-9.154755345165587503239416605E+49,100.0000000000000000000000157,Win,-2.600358932940481979299680636E+50
2023-05-26 09:45:00-04:00,195.67,Short,196.02143541412931,194.6156937576120571975479834,-1.355286322341783178394643787E+53,2023-05-26 09:50:00-04:00,195.3185645858706857325159944,Other,0.3514354141293142674840056,-1.355286322341783178394644016E+53,100.0000000000000000000000169,Win,-3.856430706334825056936720098E+53
2023-05-26 10:40:00-04:00,196.41,Long,196.02143541412931,197.5756937576120571975479834,-8.194458389355530815857418686E+53,2023-05-26 10:45:00-04:00,196.7985645858706857325159944,Other,0.3885645858706857325159944594,-8.194458389355530815857417433E+53,99.99999999999999999999998471,Loss,-2.108905105439188430025607092E+54
2023-06-02 11:15:00-04:00,215.35,Long,214.7372171347962,217.1883485956114100190461613,-7.231701417831653106900931643E+54,2023-06-02 11:20:00-04:00,215.9627828652038033396820538,Other,0.6127828652038033396820537746,-7.231701417831653106900931943E+54,100.0000000000000000000000041,Loss,-1.180140932208750072361206897E+55
2023-06-09 09:30:00-04:00,245.87,Short,246.9796579947695,242.5410260156915103380015353,-2.987114808836977901660626182E+54,2023-06-09 09:35:00-04:00,244.7603420052305034460005118,Other,1.1096579947694965539994882,-2.987114808836977901660626069E+54,99.99999999999999999999999622,Win,-2.691923838621534577267489886E+54
2023-06-12 09:50:00-04:00,248.915,Long,248.24405585836283,250.9278324249115178190550068,-6.871996081194441876968171373E+55,2023-06-12 09:55:00-04:00,249.5859441416371726063516690,Other,0.6709441416371726063516689464,-6.871996081194441876968171922E+55,100.0000000000000000000000080,Loss,-1.024227749336340539196208842E+56
2023-06-13 10:25:00-04:00,255.955,Short,256.9785573176109,252.8843280471672369458246976,-2.334468839844228813028197406E+54,2023-06-13 10:30:00-04:00,254.9314426823890789819415658,Other,1.0235573176109210180584342,-2.334468839844228813028197567E+54,100.0000000000000000000000069,Win,-2.280740706629989709317364634E+54
2023-06-14 11:10:00-04:00,255.52,Short,256.30387231897527,253.1683830430742023054335732,-9.000986544438120772907732488E+54,2023-06-14 11:15:00-04:00,254.7361276810247341018111910,Other,0.7838723189752658981888090,-9.000986544438120772907733259E+54,100.0000000000000000000000086,Win,-1.148272024225176848533289295E+55
2023-06-14 11:55:00-04:00,256.775,Long,256.30387231897527,258.1883830430742023054335732,-4.364698389077127451623455219E+56,2023-06-14 12:00:00-04:00,257.2461276810247341018111910,Other,0.4711276810247341018111910671,-4.364698389077127451623454598E+56,99.99999999999999999999998577,Loss,-9.264364130724854874316247256E+56
2023-06-16 11:05:00-04:00,260.06,Short,260.97289942440716,257.3213017267785198782803491,-1.039366532618876591469311091E+55,2023-06-16 11:10:00-04:00,259.1471005755928399594267830,Other,0.9128994244071600405732170,-1.039366532618876591469311120E+55,100.0000000000000000000000028,Win,-1.138533451583502439726161415E+55
2023-06-21 11:00:00-04:00,262.48,Short,263.51093680168856,259.3871895949343252141261473,-6.571543569865008004238942449E+55,2023-06-21 11:05:00-04:00,261.4490631983114417380420491,Other,1.0309368016885582619579509,-6.571543569865008004238942513E+55,100.0000000000000000000000010,Win,-6.374341821052037775504215129E+55
2023-06-21 11:20:00-04:00,263.035,Short,263.51093680168856,261.6071895949343252141261473,-1.326931845720695026289752099E+58,2023-06-21 11:25:00-04:00,262.5590631983114417380420491,Other,0.4759368016885582619579509,-1.326931845720695026289752127E+58,100.0000000000000000000000021,Win,-2.788042111921001871506574795E+58
2023-06-23 10:05:00-04:00,259.045,Short,259.6646312913694,257.1861061258917902705434244,-1.599537668832854072610548365E+59,2023-06-23 10:10:00-04:00,258.4253687086305967568478082,Other,0.6196312913694032431521918,-1.599537668832854072610548204E+59,99.99999999999999999999998993,Win,-2.581434622673475912322206610E+59
